Emissor;CNPJ;Número de emissão;Serie;Codigo;Setor;Agente Fiduciário;Líder;Banco Mandatário;Incentivada|Lei 12.431;Volume;Data de emissão;Vencimento/Repactuação;Referência|NTN-B;Remuneração;Amortização;Espécie;Tipo de Debênture;Índice de correção
P.Acucar-Cbd;47508411000156;16;2;CBRDB6;Loja de departamentos;Pentagono SA Dtvm;Banco Bradesco Bbi SA;Banco Bradesco SA;Não;500000000;2018-09-10;2022-09-10;-;Pagamento semestral. nos dias 10-mar e 10-set. Primeiro em 10-mar-2019 e última no vencimento;Integral na data do vencimento;Quirografária;DI Percentual;107,40% do DI
P.Acucar-Cbd;47508411000156;17;uni;CBRDA7;Loja de departamentos;Pentagono SA Dtvm;Banco Bradesco Bbi SA;Banco Bradesco SA;Não;2000000000;2020-01-06;2023-01-06;-;Pagamento Semestral, nos dias 06-jul e 06-fev. Primeiro em 06-jul-2020;2 parcelas iguais 50% em 06-jan-2022 e 50% no vencimento;Quirografária;DI Spread;DI + 1,45%
Paranaiba Trans de Energia S/A;17553029000101;2;Uni;PRTE12;Geração, transmissão e distribuição de energia elétrica;Planner Trustee DTVM Ltda;Banco Abc Brasil SA;Banco Bradesco SA;Sim;120000000;2017-01-15;2028-03-15;2024-08-15;Pagamento semestral. nos dias 15-Set e 15-Mar. Primeiro em 15-Set-2017;Pagamento semestral. nos dias 15-Set e 15-Mar. Primeiro em 15-Set-2017 e última no vencimento;Garantia Real;IPCA Spread;IPCA + 6,9045%
Paul F Luz;33050196000188;8;1;PALF18;Geração, transmissão e distribuição de energia elétrica;Pentagono SA Dtvm;Banco Bradesco Bbi SA;Banco Bradesco SA;Sim;213804000;2017-09-15;2022-09-15;2022-08-15;Pagamento semestral, nos dias 15-Mar e 15-Set. Primeiro em 15-Mar-2018 e último no vencimento.;Integral na data do vencimento.;Quirografária;IPCA Spread;IPCA + 4,42%
Paul F Luz;33050196000188;8;2;PALF28;Geração, transmissão e distribuição de energia elétrica;Pentagono SA Dtvm;Banco Bradesco Bbi SA;Banco Bradesco SA;Sim;355718000;2017-09-15;2024-09-15;2024-08-15;Pagamento semestral, nos dias 15-mar e 15-set. Primeiro em 15-mar-2018 e últma no vencimento;2 parcelas: 50% no dia 15-set-2023 e 50% no vencimento;Quirografária;IPCA Spread;IPCA + 4,66%
Paul F Luz;33050196000188;8;3;PALF38;Geração, transmissão e distribuição de energia elétrica;Pentagono SA Dtvm;Banco Bradesco Bbi SA;Banco Bradesco SA;Sim;130478;2017-09-15;2027-09-15;2026-08-15;Pagamento semestral, nos dias 15-mar e 15-set. Primeiro em 15-mar-2018 e última no vencimento;Pagamento anual, nos dias 15-set. Primeiro em 15-set-2025 e última no vencimento;Quirografária;IPCA Spread;IPCA + 5,05%
Petrobras;33000167000101;5;1;PETR15;Extração de petróleo e gás;Pentagono SA Dtvm;Banco Itau BBA SA;Banco Bradesco SA;Sim;301000000;2017-08-15;2022-08-15;2022-08-15;Pagamento anual, nos dias 15-Ago. Primeiro em 15-Ago-2018.;Integral na data do vencimento.;Quirografária;IPCA Spread;IPCA + 4,7176%
Petrobras;33000167000101;5;2;PETR25;Extração de petróleo e gás;Pentagono SA Dtvm;Banco Itau BBA SA;Banco Bradesco SA;Sim;1089892000;2017-08-15;2024-08-15;2024-08-15;Pagamento anual. primeiro em 15-Ago-2018 e última no vencimento;Integral na data do Vencimento;Quirografária;IPCA Spread;IPCA + 5,2092%
Petrobras;33000167000101;5;3;PETR35;Extração de petróleo e gás;Pentagono SA Dtvm;Banco Itau BBA SA;Banco Bradesco SA;Não;3346237000;2017-08-15;2022-08-15;-;Pagamento semestral, nos dias 15-Fev e 15-Ago. Primeiro em 15-Fev-2018 e última no vencimento;Integral na data do Vencimento;Quirografária;DI Percentual;106,75% do DI
Petrobras;33000167000101;5;4;PETR45;Extração de petróleo e gás;Pentagono SA Dtvm;Banco Itau BBA SA;Banco Bradesco SA;Não;251690000;2017-08-15;2024-08-15;2024-08-15;Pagamento anual. primeiro em 15-ago-2018 e última no vencimento;2 parcelas iguais no dia 15-ago-2023 e no vencimento;Quirografária;IPCA Spread;IPCA + 5,8386%
Petrobras;33000167000101;6;1;PETR16;Extração de petróleo e gás;Pentagono SA Dtvm;Banco Itau BBA SA;Banco Citibank SA;Sim;873296000;2019-01-15;2026-01-15;2026-08-15;Pagamento Semestral. nos dias 15-Jul e 15-Jan. primeiro em 15-Jul-2019;Integral na data do Vencimento;Quirografária;IPCA Spread;IPCA + 4,046%
Petrobras;33000167000101;6;2;PETR26;Extração de petróleo e gás;Pentagono SA Dtvm;Banco Itau BBA SA;Banco Citibank SA;Sim;1684942000;2019-01-15;2029-01-15;2028-08-15;Pagamento Semestral. nos dias 15-Jul e 15-Jan. primeiro em 15-Jul-2019;Integral na data do Vencimento;Quirografária;IPCA Spread;IPCA + 4,2186%
Petrobras;33000167000101;6;6;PETR36;Extração de petróleo e gás;Pentagono SA Dtvm;Banco Itau BBA SA;Banco Citibank SA;Não;1007514000;2019-01-15;2026-01-15;-;Pagamento Semestral. nos dias 15-Jul e 15-jan. primeiro em 15-jul-2019;2 Parcelas em 15-Jan-2025 e no vencimento;Quirografária;DI Percentual;106,25% do DI
Petrobras;33000167000101;7;1;PETR17;Extração de petróleo e gás;Pentagono SA Dtvm;Banco Santander Brasil SA;Banco Bradesco SA;Sim;1529339000;2019-08-15;2029-09-15;2030-08-15;Pagamento Semestral. nos dias 15-mar e 15-set. Primeiro em 15-mar-2020;Integral na data do vencimento;Quirografária;IPCA Spread;IPCA + 3,6%
Petrobras;33000167000101;7;2;PETR27;Extração de petróleo e gás;Pentagono SA Dtvm;Banco Santander Brasil SA;Banco Bradesco SA;Sim;1478670000;2019-08-15;2034-09-15;2035-05-15;Pagamento Semestral. nos dias 15-mar e 15-set. Primeiro em 15-mar-2020;Integral na data do vencimento;Quirografária;IPCA Spread;IPCA + 3,90%
Pirapora Solar Holding S/A;25117259000148;1;uni;PRAS11;Geração, transmissão e distribuição de energia elétrica;Pentagono SA Dtvm;Banco BTG Pactual SA;Banco Citibank SA;Sim;220000000;2018-08-15;2034-08-15;2028-08-15;Pagamento semestral. nos dias 15-Ago e 15-Fev. primeiro em 15-Fev-2019 e última no vencimento;Pagamento semestral. nos dias 15-Ago e 15-Fev. primeiro em 15-Ago-2019 e última no vencimento;Quirografária;IPCA Spread;IPCA + 5,7656%
Portonave Participações S/A;27218997000107;1;uni;PPNV11;Administração de empresas e empreendimentos;Planner Trustee DTVM Ltda;Bc de Inv Credit Suisse Brasil SA;Itau Unibanco SA;Não;570000000;2017-10-06;2024-08-30;-;Pagamento em 14 parcelas. Primeira em 04-Abr-2018.;Pagamento em 14 parcelas. Primeira em 04-Abr-2018.;Garantia Real;DI Spread;DI + 3,9%
Portonave S/A - Term Port de Navegantes;1335341000180;3;uni;PTPN13;Transporte marítimo;Planner Trustee DTVM Ltda;Bc de Inv Credit Suisse Brasil SA;Itau Unibanco SA;Não;430000000;2017-10-16;2024-09-09;-;Pagamento em 14 parcelas. Primeira em 16-Abr-2018.;Pagamento em 14 parcelas. Primeira em 16-Abr-2018.;Garantia Real;DI Spread;DI + 3,9%
Prolagos S/A;2382073000110;3;uni;PRLG13;Água, esgoto e outros sistemas;Pentagono SA Dtvm;Banco BTG Pactual SA;Itau Unibanco SA;Não;100000000;2017-09-20;2022-09-20;-;Pagamento Semestral, nos dias 20-set e 20-mar. Primeiro em 20-jmar-2018;Pagamento anual. Primeiro em 20-set-2020 e última no vencimento;Quirografária;DI Spread;DI + 1,15%
RaiaDrogasil;61585865000151;1;uni;RADL11;Loja de artigos para saúde e cuidados pessoais;Pentagono SA Dtvm;Banco Itau BBA SA;Itau Unibanco SA;Não;300000000;2017-04-19;2022-04-19;-;Pagamemnto Semestral. nos dias 19-Out e 19-Abr. Primeiro em 19-Out-2017;Pagamento Semestral. Primeiro em 19-Abr-2018 e última no vencimento;Quirografária;DI Percentual;104,75% do DI
RaiaDrogasil;61585865000151;4;uni;RADL14;Loja de artigos para saúde e cuidados pessoais;Pentagono SA Dtvm;Banco Bradesco Bbi SA;Banco Bradesco SA;Não;300000000;2019-06-17;2027-06-17;-;Pagamento Semestral. nos dias 17-dez e 17-jun. Primeiro em 17-dez-2019;2 Parcelas: 50% em 17-jun-2026 e 50% em 17-jun-2027;Quirografária;DI Percentual;106,99% DI
Raizen Energia SA;8070508000178;1;3;RESA31;Geração, transmissão e distribuição de energia elétrica;Pentagono SA Dtvm;Banco Itau BBA SA;Itau Cv SA;Sim;304025000;2013-10-15;2020-10-15;2020-08-15;Pagamento anual, nos dias 15-Out. Primeiro em 15-Out-2014 e último no vencimento.;2 parcelas iguais em 15-Out-2019 e no vencimento.;Quirografária;IPCA Spread;IPCA + 6,38%
Raizen Energia SA;8070508000178;4;uni;RESA14;Geração, transmissão e distribuição de energia elétrica;Pentagono SA Dtvm;Banco Itau BBA SA;Banco Bradesco SA;Sim;700400000;2019-11-15;2029-11-15;2028-08-15;Pagamento anual. no dia 15-nov. Primeiro em 15-nov-2020;Pagamento anual. no dia 15-nov. Primeiro em 15-nov-2027;Quirografária;IPCA Spread;IPCA + 3,5390%
Renova Eólica Participações S/A;11289590000130;1;1;RNEP11;Geração, transmissão e distribuição de energia elétrica;Pentagono SA Dtvm;Banco Santander Brasil SA;Itau Unibanco SA;Sim;73000000;2014-11-15;2025-12-15;2022-08-15;Pagamento semestral, nos dias 15-Jun e 15-Dez. Primeiro em 15-Dez-2015 e último no vencimento.;Pagamento semestral, nos dias 15-Jun e 15-Dez. Primeiro em 15-Jun-2016 e último no vencimento.;Garantia Real;IPCA Spread;IPCA + 7,6054%
Rio Gde Ener;2016439000138;8;1;RIGE18;Geração, transmissão e distribuição de energia elétrica;Pentagono SA Dtvm;Banco Itau BBA SA;Banco Bradesco SA;Sim;130000000;2017-02-15;2024-02-15;2023-05-15;Pagamento semestral. nos dias 15-Ago e 15-Fev. Primeiro em 15-Ago-2017;2 parcelas iguais em 15-Fev-2023 e no vencimento;Quirografária;IPCA Spread;IPCA + 5,3473%
Rio Gde Ener;2016439000138;8;2;RIGE28;Geração, transmissão e distribuição de energia elétrica;Pentagono SA Dtvm;Banco Itau BBA SA;Banco Bradesco SA;Não;250000000;2017-02-15;2022-02-15;-;Pagamento semestral, nos dias 15-Fev e 15-Ago. Primeiro em 15-Ago-2017 e último no vencimento.;2 parcelas em 15-Fev-2021 e no vencimento.;Quirografária;DI Percentual;109,75% do DI
Rjgtia Cia Sec de Cred Fin;28655521000104;1;uni;RJGT11;Seguradora;Pentagono SA Dtvm;Banco BNP Paribas Brasil SA;Itau Unibanco SA;Não;125000000;2017-12-20;2020-12-20;-;Pagamento na data do vencimento;Integral na data do vencimento;Garantia Real;DI Percentual;138% do DI
Rodonorte - Concess Rod. Integradas S/A;2221531000130;5;uni;RDNT15;Atividades auxiliares ao transporte rodoviário;Pentagono SA Dtvm;Banco Bradesco Bbi SA;Banco Bradesco SA;Sim;100000000;2016-11-15;2021-11-15;2021-05-15;Pagamento semestral, nos dias 15-mai e 15-nov. Primeiro em 15-mai-2017 e última no vencimento;Integral na data do vencimento;Quirografária;IPCA Spread;IPCA + 6,06%
Rodonorte - Concess Rod. Integradas S/A;2221531000130;6;1;RDNT16;Atividades auxiliares ao transporte rodoviário;Vortx DTVM Ltda;Banco Abc Brasil SA;Banco Bradesco SA;Não;220000000;2017-10-15;2020-11-15;-;Pagamento semestral. nos dias 15-mai e 15-Nov. Primeiro em 15-mai-2018;Integral na data do Vencimento;Quirografária;DI Percentual;106,50% do DI
Rodonorte - Concess Rod. Integradas S/A;2221531000130;6;2;RDNT26;Atividades auxiliares ao transporte rodoviário;Vortx DTVM Ltda;Banco Abc Brasil SA;Banco Bradesco SA;Sim;170000000;2017-10-15;2021-11-15;2022-08-15;Integral na data do vencimento;Integral na data do vencimento;Quirografária;IPCA Spread;IPCA + 4,4963%
Rodovias Das Colinas SA;3025305000146;4;1;RDCO14;Atividades auxiliares ao transporte rodoviário;Pentagono SA Dtvm;Banco BTG Pactual SA;Banco Bradesco SA;Não;571320000;2013-04-15;2020-10-15;-;Pagamento semestral, nos dias 15-Abr e 15-Out. Primeiro em 15-Out-2013 e último no vencimento.;Pagamento semestral. Primeiro em 15-Out-2014 e último no vencimento.;Quirografária;DI Spread;DI + 1,5%
Rodovias Das Colinas SA;3025305000146;4;2;RDCO24;Atividades auxiliares ao transporte rodoviário;Pentagono SA Dtvm;Banco BTG Pactual SA;Banco Bradesco SA;Não;123680000;2013-04-15;2020-10-15;2020-08-15;Pagamento anual, nos dias 15-Out. Primeiro em 15-Out-2014 e último no vencimento.;Pagamento anual. Primeiro em 15-Out-2014 e último no vencimento.;Quirografária;IPCA Spread;IPCA +  5%
Rodovias Das Colinas SA;3025305000146;4;3;RDCO34;Atividades auxiliares ao transporte rodoviário;Pentagono SA Dtvm;Banco BTG Pactual SA;Banco Bradesco SA;Não;255000000;2013-04-15;2023-04-15;2022-08-15;Pagamento anual, nos dias 15-Abr. Primeiro em 15-Abr-2014 e último no vencimento.;Pagamento anual. Primeiro em 15-Out-2021 e último no vencimento.;Quirografária;IPCA Spread;IPCA + 5,7%
Rodovias Das Colinas SA;3025305000146;8;uni;RDCO18;Atividades auxiliares ao transporte rodoviário;Pentagono SA Dtvm;Banco Itau BBA SA;Banco Bradesco SA;Não;400000000;2018-08-01;2021-08-01;-;Pagamento semestral. nos dias 15-dez e 15-jun. Primeiro em 15-dez-2018 e última no vencimento;Integral na data do vencimento;Quirografária;DI Spread;DI + 2,3500
Rodovias Das Colinas SA;3025305000146;9;1;RDCO19;Atividades auxiliares ao transporte rodoviário;Pentagono SA Dtvm;Banco BTG Pactual SA;Banco Bradesco SA;Não;410000000;2019-06-15;2025-06-15;2021-05-15;Pagamento Semestral. nos dias 15-jun e 15-dez. Primeiro em 15-dez-2019;2 Parcelas: 50% em 15-jun-2024 e 50% em 15-jun-2025;Quirografária;DI Spread;DI + 1,5%
Rodovias Das Colinas SA;3025305000146;9;2;RDCO29;Atividades auxiliares ao transporte rodoviário;Pentagono SA Dtvm;Banco BTG Pactual SA;Banco Bradesco SA;Não;104630000;2019-06-15;2024-06-15;2021-05-15;Pagamento Semestral. nos dias 15-jun e 15-dez. Primeiro em 15-dez-2019;2 Parcelas: 50% em 15-jun-2023 e 50% em 15-jun-2024;Quirografária;DI Spread;DI + 1,65%
Rodovias Integradas do Oeste S/A;3497792000140;6;uni;VIAL16;Atividades auxiliares ao transporte rodoviário;Pentagono SA Dtvm;Banco Itau BBA SA;Banco Bradesco SA;Não;1100000000;2018-08-15;2022-08-15;-;Pagamento semestral. nos dias 15-fev e 15-ago. Primeiro em 15-fev-2019 e última no vencimento;Pagamento semestral. nos dias 15-fev e 15-ago. Primeiro em 15-fev-2019 e última no vencimento;Quirografária;DI Percentual;115% do  DI
Rumo Log;71550388000142;14;uni;RUMOA4;Transporte rodoviário;Pentagono SA Dtvm;Banco BTG Pactual SA;Banco Bradesco SA;Sim;800000000;2020-04-15;2030-04-15;2028-08-15;Pagamento Semestral. Nos dias 15-abr e 15-out. Primeiro em 15-out-2020;Pagamento anual. Primeiro em 15-abr-2028 e última no vencimento;Quirografária;IPCA Spread;IPCA + 6,7961%
Rumo S.A.;2387241000160;12;uni;RUMOA2;Transporte ferroviário;Simplific Pavarini DTVM Ltda;Banco BTG Pactual SA;Banco Bradesco SA;Sim;600000000;2019-02-15;2029-02-15;2028-08-15;Pagamento semestral nos dias 15-ago e 15-fev. primeiro em 15-ago-2019;Pagamento anual no dia 15-fev, primeiro em 15-fev-2027;Quirografária;IPCA Spread;IPCA + 4,50%
Rumo S.A.;2387241000160;13;1;RUMOA3;Transporte ferroviário;Simplific Pavarini DTVM Ltda;Banco Itau BBA SA;Banco Bradesco SA;Sim;906856000;2019-10-15;2029-10-15;2028-08-15;Pagamento Semestral. nos dias 15-out e 15-abr. Primeiro em 15-out-2020;Pagamento anual, nos dias 15-out. Primeiro em 15-out-2027 e última no vencimento;Quirografária;IPCA Spread;IPCA + 3,90%
Rumo S.A.;2387241000160;13;2;RUMOB3;Transporte ferroviário;Simplific Pavarini DTVM Ltda;Banco Itau BBA SA;Banco Bradesco SA;Sim;222280000;2019-10-15;2029-10-15;2028-08-15;Pagamento Semestral. nos dias 15-out e 15-abr. Primeiro em 15-abr-2020;Pagamento anual, nos dias 15-out. Primeiro em 15-out-2027 e última no vencimento;Quirografária;IPCA Spread;IPCA + 4%
Saber Serviços Educacionais S/A;3818379000130;1;1;SSED11;Educacão;Oliveira Trust Dtvm SA;Banco Itau BBA SA;Itau Unibanco SA;Não;1129660000;2018-08-15;2021-08-15;-;Pagamento semestral. nos dias 15-fev e 15-ago. Primeiro no dia 15-fev-2019 e última no vencimento;Integral na data do Vencimento;Quirografária;DI Spread;DI + 0,75%
Saber Serviços Educacionais S/A;3818379000130;1;2;SSED21;Educacão;Oliveira Trust Dtvm SA;Banco Itau BBA SA;Itau Unibanco SA;Não;4264340000;2018-08-15;2023-08-15;-;Pagamento semestral. nos dias 15-fev e 15-ago. Primeiro em 15-fev-2019 e última no vencimento;2 parcelas: 50% em 15-ago-2022 e 50% em 15-ago-2023;Quirografária;DI Spread;DI + 1,00%
Sabesp;43776517000180;17;3;SBESC7;Água, esgoto e outros sistemas;SLW Cvc Ltda;BB Banco de Investimento SA;Banco Bradesco SA;Não;180090000;2013-02-15;2023-01-15;2022-08-15;Pagamento anual, nos dias 15-Jan. Primeiro em 15-Jan-2014 e último no vencimento.;3 parcelas: 33,33% em 15-Jan-2021, 33,33% em 15-Jan-2022 e saldo em 15-Jan-2023.;Quirografária;IPCA Spread;IPCA + 4,75%
Sabesp;43776517000180;21;2;SBSP2B;Água, esgoto e outros sistemas;Oliveira Trust Dtvm SA;Banco Votorantim SA;Banco Bradesco SA;Não;350000000;2017-06-15;2022-06-15;-;Pagamento semestral, nos dias 15-Dez e 15-Jun. Primeiro em 15-Dez-2017 e última no vencimento;2 parcelas em 15-Jun-2021 e no vencimento;Quirografária;DI Spread;DI + 0,9%
Sabesp;43776517000180;22;1;SBSPA2;Água, esgoto e outros sistemas;Planner Corretora de Valores SA;Banco BTG Pactual SA;Banco Bradesco SA;Não;100000000;2018-02-15;2021-02-15;-;Pagamento semestral. nos dias 15-Ago e 15-Fev. Primeiro em 15-ago-2018;Integral na data do vencimento;Quirografária;DI Spread;DI + 0,58%
Sabesp;43776517000180;22;1;SBSPB2;Água, esgoto e outros sistemas;Planner Corretora de Valores SA;Banco BTG Pactual SA;Banco Bradesco SA;Não;400000000;2018-02-15;2023-02-15;-;Pagamento semestral. nos dias 15-ago e 15-fev. Primeiro em 15-ago-2018 e última no vencimento;2 parcelas: 50% em 15-fev-2022 e 50% no vencimento;Quirografária;DI Spread;DI + 0,9%
Sabesp;43776517000180;22;3;SBSPC2;Água, esgoto e outros sistemas;Planner Corretora de Valores SA;Banco BTG Pactual SA;Banco Bradesco SA;Não;250000000;2018-02-15;2025-02-15;2024-08-15;Pagamento anual. primeiro em 15-fev-2019;2 parcelas: 50% em 15-fev-2024 e 50% em 15-fev-2025;Quirografária;IPCA Spread;IPCA  + 6%
Sabesp;43776517000180;23;1;SBSPB3;Água, esgoto e outros sistemas;Planner Trustee DTVM Ltda;Banco BTG Pactual SA;Banco Bradesco SA;Não;491755000;2019-05-10;2024-05-10;2026-08-15;Pagamento Semestral. nos dias 10-nov e 10-mai. Primeiro em 10-nov-2019;Integral na data do vencimento;Quirografária;DI Spread;DI + 0,49%
Sabesp;43776517000180;23;2;SBSPC3;Água, esgoto e outros sistemas;Planner Trustee DTVM Ltda;Banco BTG Pactual SA;Banco Bradesco SA;Não;375000000;2019-05-10;2027-05-10;2021-05-15;Pagamento Semestral. nos dias 10-nov e 10-mai. Primeiro em 10-nov-2019;3 parcelas : 33,33% em 10-mai-2025, 33,33% em  10-mai-2026 e 33,34% em 10-mai-2027.;Quirografária;DI Spread;DI + 0,63%
Sabesp;43776517000180;24;1;SBSPC4;Água, esgoto e outros sistemas;Planner Trustee DTVM Ltda;Banco BTG Pactual SA;Banco Bradesco SA;Sim;100000000;2019-07-15;2026-07-15;2026-08-15;Pagamento anual no dia 15-jul. Primeiro em 15-jul-2020 e última no vencimento;Integral na data do vencimento;Quirografária;IPCA Spread;IPCA + 3,2000%
Sabesp;43776517000180;24;2;SBSPD4;Água, esgoto e outros sistemas;Planner Trustee DTVM Ltda;Banco BTG Pactual SA;Banco Bradesco SA;Sim;300000000;2019-07-15;2029-07-15;2028-08-15;Pagamento anual no dia 15-jul. Primeiro em 15-jul-2020 e última no vencimento;2 Parcelas: 33,33% em 15-jul-2027 e 50% em 15-jul-2028 e saldo no vencimento;Quirografária;IPCA Spread;IPCA + 3,3700%
Sabesp;43776517000180;25;uni;SBSPC5;Água, esgoto e outros sistemas;Pentagono SA Dtvm;Banco Bradesco Bbi SA;Banco Bradesco SA;Não;1450000000;2020-04-15;2021-10-15;-;Integral na data do vencimento;Integral na data do vencimento;Quirografária;DI Spread;DI + 3,30%
Saneamento de Goias S/A;1616929000102;4;uni;SNGO14;Água, esgoto e outros sistemas;Pentagono SA Dtvm;Banco Abc Brasil SA;Banco Bradesco SA;Não;130000000;2017-12-15;2021-12-15;-;Pagamento mensal no dia 15. Primeiro em 15-jan-2019 e última no vencimento;Pagamento mensal no dia 15. Primeiro em 15-jun-2019 e última no vencimento;Quirografária;DI Spread;DI + 2,95%
Saneamento de Goias S/A;1616929000102;5;uni;SNGO15;Água, esgoto e outros sistemas;Pentagono SA Dtvm;Banco Abc Brasil SA;Itau Unibanco SA;Não;250000000;2018-11-15;2023-11-15;-;Pagamento mensal, primeiro no dia 15-mai-2018 e última no vencimento;Pagamento mensal, primeiro no dia 15-mai-2020 e última no vencimento;Quirografária;DI Spread;DI + 2,5%
Saneamento de Goias S/A;1616929000102;6;uni;SNGO16;Água, esgoto e outros sistemas;Vortx DTVM Ltda;Banco Votorantim SA;Vortx DTVM Ltda;Não;140000000;2019-09-23;2024-09-23;-;Pagamento mensal no dia 23 de cada mês. Primeiro em 23-Out-2019 e último no vencimento.;Parcelas mensais, no dia 23 de cada mês. Primeira em 23-Set-2021 e última no vencimento.;Quirografária;DI Spread;DI + 1,20%
Sanepar;76484013000145;8;1;SAPR18;Água, esgoto e outros sistemas;Pentagono SA Dtvm;Banco Votorantim SA;Banco Bradesco SA;Não;95000000;2018-06-21;2021-06-21;-;Pagamento Semestral. nos dias 21-jun e 21-dez. Primeiro no dia 21-dez-2018;Integral na data do vencimento;Quirografária;DI Percentual;106,50% do DI
Sanepar;76484013000145;8;2;SAPR28;Água, esgoto e outros sistemas;Pentagono SA Dtvm;Banco Votorantim SA;Banco Bradesco SA;Não;155000000;2018-06-21;2023-06-21;-;Pagamento Semestral. nos dias 21-jun e 21-dez. Primeiro em 21-dez-2018;Integral na data do vencimento;Quirografária;DI Percentual;108% do DI
Sanepar;76484013000145;9;1;SAPR19;Água, esgoto e outros sistemas;Pentagono SA Dtvm;Banco Votorantim SA;Banco Bradesco SA;Não;199150000;2019-06-11;2024-06-11;-;Pagamento Semestral. nos dias 11-jun e 11-dez. Primeiro em 11-dez-2019;Integral na data do vencimento;Quirografária;DI Percentual;106,05% do DI
Sanepar;76484013000145;9;2;SAPR29;Água, esgoto e outros sistemas;Pentagono SA Dtvm;Banco Votorantim SA;Banco Bradesco SA;Não;150850000;2019-06-11;2026-06-11;-;Pagamento Semestral. nos dias 11-jun e 11-dez. Primeiro em 11-dez-2019;Integral na data do vencimento;Quirografária;DI Percentual;107,25% do DI
Santa Vitoria do Palmar Energias Renovaveis S/A;18156217000150;3;uni;SAVI13;Geração, transmissão e distribuição de energia elétrica;Pentagono SA Dtvm;XP Investimentos CCTVM SA;Banco Bradesco SA;Sim;105000000;2018-03-15;2031-09-15;2024-08-15;Pagamento semestral, nos dia 15-set e 15-mar. Primeiro em 15-set-2018 e última no vencimento;Pagamento semestral, nos dia 15-set e 15-mar. Primeiro em 15-set-2018 e última no vencimento;Quirografária;IPCA Spread;IPCA  + 5,9548%
Santo Antonio Energia SA;9391823000160;3;1;STEN13;Geração, transmissão e distribuição de energia elétrica;Pentagono SA Dtvm;Banco BTG Pactual SA;Itau Cv SA;Sim;200000000;2014-04-15;2022-04-15;2021-05-15;Pagamento semestral, nos dias 15-Abr e 15-Out. Primeiro em 15-Out-2014 e último no vencimento.;3 parcelas: 16,4% em 15-Abr-2020, 49,3% em 15-Abr-2021 e saldo em 15-Abr-2022.;Quirografária;IPCA Spread;IPCA + 7,0537%
Santo Antonio Energia SA;9391823000160;3;2;STEN23;Geração, transmissão e distribuição de energia elétrica;Pentagono SA Dtvm;Banco BTG Pactual SA;Itau Cv SA;Sim;500000000;2014-04-15;2024-04-15;2023-05-15;Pagamento semestral, nos dias 15-Abr e 15-Out. Primeiro em 15-Out-2014 e último no vencimento.;3 parcelas: 25,1% em 15-Abr-2022, 55,6% em 15-abr-2023 e saldo em 15-Abr-2024.;Quirografária;IPCA Spread;IPCA + 7,4943%
Santos Brp;2762121000104;4;2;STBP24;Atividades auxiliares ao transporte aquático;Oliveira Trust Dtvm SA;Banco BTG Pactual SA;Itau Unibanco SA;Não;200000000;2019-03-25;2026-03-25;2024-08-15;Pagamento Trimestral. nos dias 25-mar, 25-jun, 25-set e 25-dez. Primeiro em 25-set-2019 e última no vencimento;2 Parcelas: 50% em 25-mar-2025 e 50% em 25-mar-2026;Quirografária;DI Spread;DI + 1%
Sendas Distribuidora SA;6057223000171;1;3;SDAS31;Loja de comida e bebida;Pentagono SA Dtvm;Banco Itau BBA SA;Banco Bradesco SA;Não;2000000000;2019-08-20;2022-08-20;-;Pagamento semestral, nos dias 20-Fev e 20-Ago. Primeiro em 20-Fev-2020 e último no vencimento.;Integral na data do vencimento;Quirografária;DI Spread;DI + 1,95%
Sendas Distribuidora SA;6057223000171;1;4;SDAS41;Loja de comida e bebida;Pentagono SA Dtvm;Banco Itau BBA SA;Banco Bradesco SA;Não;2000000000;2019-08-20;2023-08-20;-;Pagamento semestral, nos dias 20-Fev e 20-Ago. Primeiro em 20-Fev-2020 e último no vencimento.;Integral na data do vencimento;Quirografária;DI Spread;DI + 2,20%
Ser Educa;4986320000113;2;2;SEER22;Escola de ensino superior;Pentagono SA Dtvm;Banco Itau BBA SA;Itau Unibanco SA;Não;100000000;2017-09-15;2021-09-15;-;Pagamento semestral, nos dias 15-Mar e 15-Set. Primeiro em 15-Mar-2020 e último no vencimento.;4 parcelas semestrais, nos dias 15-Mar e 15-Set. Primeira em 15-Mar-2020 e última em 15-Set-2021.;Quirografária;DI Spread;DI + 1,35%
Sertão I Solar Energia Spe S/A;23907723000174;1;uni;SRTI11;Geração, transmissão e distribuição de energia elétrica;Pentagono SA Dtvm;Banco Itau BBA SA;Itau Unibanco SA;Sim;130000000;2018-09-15;2032-12-15;2026-08-15;Pagamento semestral. nos dias 15-dez e 15-jun. primeiro em 15-dez-2018 e última no vencimento;Pagamento semestral. nos dias 15-dez e 15-jun. primeiro em 15-dez-2018 e última no vencimento;Garantia Real;IPCA Spread;IPCA + 7,0916 %
Smart Fit;7594978000178;4;1;SMFT14;Outras indústrias da recreação;Oliveira Trust Dtvm SA;Banco Itau BBA SA;Itau Unibanco SA;Não;201230000;2019-04-20;2024-04-20;-;Pagamento Semestral. nos dias 20-abr e 20-out. Primeiro no dia 20-out-2019;2 Parcelas: 50% em 20-abr-2023 e 50% 20-abr-2024;Quirografária;DI Spread;DI + 1,7000%
